sample_ID,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,Bag_number,Diver_names,Reef_name,geo_loc_name,lat_lon,collection_date,depth,env_biome,env_feature,env_material,env_package
pSI1_96_3_C11-26-18,Persist-Resist,Acropora,palmata,SI1,96,3,466,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_99_4_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,99,4,467,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_99_5_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,99,5,468,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_99_3_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,99,3,469,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN3_103_3_C11-26-18,Persist-Resist,Acropora,palmata,CN3,103,3,470,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN3_103_4_C11-26-18,Persist-Resist,Acropora,palmata,CN3,103,4,471,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN3_104_A_C11-26-18,Persist-Resist,Acropora,palmata,CN3,104,A,472,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI5_106_3_C11-26-18,Persist-Resist,Acropora,palmata,SI5,106,3,473,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI5_106_4_C11-26-18,Persist-Resist,Acropora,palmata,SI5,106,4,474,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI5_106_B_C11-26-18,Persist-Resist,Acropora,palmata,SI5,106,B,475,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_108_7_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,108,7,476,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_108_6_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,108,6,477,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_108_3_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,108,3,478,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN3_112_4_C11-26-18,Persist-Resist,Acropora,palmata,CN3,112,4,479,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN3_112_3_C11-26-18,Persist-Resist,Acropora,palmata,CN3,112,3,480,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI5_114_3_C11-26-18,Persist-Resist,Acropora,palmata,SI5,114,3,481,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI5_114_4_C11-26-18,Persist-Resist,Acropora,palmata,SI5,114,4,482,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_119_3_C11-26-18,Persist-Resist,Acropora,palmata,CN1,119,3,483,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_119_4_C11-26-18,Persist-Resist,Acropora,palmata,CN1,119,4,484,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_119_6_C11-26-18,Persist-Resist,Acropora,palmata,CN1,119,6,485,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_123_2_C11-26-18,Persist-Resist,Acropora,palmata,CN1,123,2,486,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_123_6_C11-26-18,Persist-Resist,Acropora,palmata,CN1,123,6,487,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_123_7_C11-26-18,Persist-Resist,Acropora,palmata,CN1,123,7,488,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSN1_139_A_C11-26-18,Persist-Resist,Acropora,palmata,SN1,139,A,489,Carly_Dana,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_3_3_C11-26-18,Persist-Resist,Acropora,palmata,CN2,3,3,376,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_3_4_C11-26-18,Persist-Resist,Acropora,palmata,CN2,3,4,377,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_3_5_C11-26-18,Persist-Resist,Acropora,palmata,CN2,3,5,378,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_6_3_C11-26-18,Persist-Resist,Acropora,palmata,CN2,6,3,379,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_6_4_C11-26-18,Persist-Resist,Acropora,palmata,CN2,6,4,380,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_6_5_C11-26-18,Persist-Resist,Acropora,palmata,CN2,6,5,401,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_11_3_C11-26-18,Persist-Resist,Acropora,palmata,CN2,11,3,402,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_11_4_C11-26-18,Persist-Resist,Acropora,palmata,CN2,11,4,403,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN2_11_5_C11-26-18,Persist-Resist,Acropora,palmata,CN2,11,5,404,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_13_3_C11-26-18,Persist-Resist,Acropora,palmata,AAA2,13,3,405,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_13_4_C11-26-18,Persist-Resist,Acropora,palmata,AAA2,13,4,406,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_13_5_C11-26-18,Persist-Resist,Acropora,palmata,AAA2,13,5,407,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_16_3_C11-26-18,Persist-Resist,Acropora,palmata,AAA2,16,3,408,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_15_3_C11-26-18,Persist-Resist,Acropora,palmata,HS1,15,3,409,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_15_4_C11-26-18,Persist-Resist,Acropora,palmata,HS1,15,4,410,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_15_5_C11-26-18,Persist-Resist,Acropora,palmata,HS1,15,5,411,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_18_3_C11-26-18,Persist-Resist,Acropora,palmata,HS1,18,3,412,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_18_4_C11-26-18,Persist-Resist,Acropora,palmata,HS1,18,4,413,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_18_5_C11-26-18,Persist-Resist,Acropora,palmata,HS1,18,5,414,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_17_3_C11-26-18,Persist-Resist,Acropora,palmata,HS1,17,3,415,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_17_4_C11-26-18,Persist-Resist,Acropora,palmata,HS1,17,4,416,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pHS1_17_5_C11-26-18,Persist-Resist,Acropora,palmata,HS1,17,5,417,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN4_25_A_C11-26-18,Persist-Resist,Acropora,palmata,CN4,25,A,418,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN4_35_3_C11-26-18,Persist-Resist,Acropora,palmata,CN4,35,3,419,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN4_35__C11-26-18,Persist-Resist,Acropora,palmata,CN4,35,,420,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN4_35_5_C11-26-18,Persist-Resist,Acropora,palmata,CN4,35,5,424,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_73_3_C11-26-18,Persist-Resist,Acropora,palmata,AAA3,73,3,425,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pML2_78_3_C11-26-18,Persist-Resist,Acropora,palmata,ML2,78,3,426,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pML2_78_4_C11-26-18,Persist-Resist,Acropora,palmata,ML2,78,4,427,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pML2_78_A_C11-26-18,Persist-Resist,Acropora,palmata,ML2,78,A,428,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_81_3_C11-26-18,Persist-Resist,Acropora,palmata,CN1,81,3,429,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_81_4_C11-26-18,Persist-Resist,Acropora,palmata,CN1,81,4,430,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pCN1_81_6_C11-26-18,Persist-Resist,Acropora,palmata,CN1,81,6,434,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI1_89_3_C11-26-18,Persist-Resist,Acropora,palmata,SI1,89,3,435,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI1_89_5_C11-26-18,Persist-Resist,Acropora,palmata,SI1,89,5,436,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
pSI1_89_A_C11-26-18,Persist-Resist,Acropora,palmata,SI1,89,A,437,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_4_3_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,4,3,441,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_4_4_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,4,4,442,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_4_5_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,4,5,443,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_2_3_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,2,3,444,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_2_4_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,2,4,445,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_2_5_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,2,5,446,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_5_3_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,5,3,447,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_5_4_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,5,4,448,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cK2_5_5_C11-26-18,Persist-Resist,Acropora,cervicornis,K2,5,5,449,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cM5_9_3_C11-26-18,Persist-Resist,Acropora,cervicornis,M5,9,3,450,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cM5_9_4_C11-26-18,Persist-Resist,Acropora,cervicornis,M5,9,4,451,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
cM5_9_5_C11-26-18,Persist-Resist,Acropora,cervicornis,M5,9,5,452,Ben_Allan,Carysfort_reef,USA,,11/26/18,,coral_reef,coral_head,tissue,host-associated
